Meeting,URL,code,Key,Topic
Democratizing AI and ML: Building and scaling with BigQuery and Vertex AI,https://www.youtube.com/watch?v=g4v1XEbiqgk,BRK2-219,"本次會議主要探討了如何利用 BigQuery 和 Vertex AI 來普及人工智慧（AI）和機器學習（ML），使構建和擴展智慧應用程式變得更加容易。核心觀點包括：

*   BigQuery 和 Vertex AI 解決了企業在 AI 時代面臨的工具分散、員工技能不足等問題。
*   Google Cloud 提供了一個以 BigQuery 為中心的統一平台，簡化了資料分析和機器學習流程。
*   BigQuery ML 允許在 BigQuery 內部訓練和部署模型，無需導出資料，簡化了資料治理和基礎設施管理。
*   BigQuery ML 透過 SQL 介面賦予更多使用者使用機器學習的能力。
*   BigQuery 與 Vertex AI 的整合，特別是與 Gemini 模型的整合，為資料操作帶來了變革性的潛力。","Vertex AI
"
Deploy AlloyDB Omni on Kubernetes next to local AI models,https://www.youtube.com/watch?v=BxuozkkiNhQ,BRK2-173,本次會議主要介紹了 AlloyDB Omni 在 Kubernetes 上的部署，以及如何與本地 AI 模型整合。講者 Gleb 強調 AlloyDB Omni 作為一個與 PostgreSQL 完全相容的資料庫，具有卓越的效能價格比、完整的向量資料庫功能和即時分析能力。此外，AlloyDB Omni 可以在任何環境中運行，包括本地、資料中心和雲端。會議重點在於展示如何利用 AlloyDB Omni 搭配本地部署的 AI 模型，以實現更安全、更快速且更具成本效益的 AI 應用。,"Databases
"
Deploy AlloyDB Omni on Kubernetes next to local AI models (Recap),https://www.youtube.com/watch?v=BZ0YcHcRgnQ,BRK2-173-RC,,
Deploy Next.js and Angular apps with Firebase App Hosting on Google Cloud,https://www.youtube.com/watch?v=aw2YjRpvq_0,BRK2-069,Firebase App Hosting 是一個以 Git 為中心的伺服器端解決方案，專為構建在 Google Cloud 上的現代 Web 框架而設計。它管理 Web 應用程式的整個堆疊，從構建管道到 CDN 和伺服器端渲染。Firebase App Hosting 現已正式發布 (GA)，支援 Angular 和 Next.js，並且也支援 Nuxt 和 Astro 應用程式（預覽版）。App Hosting 透過管理基礎設施並與 GitHub 集成以實現自動部署，從而加速開發。它還提供改進的 UX 用於除錯構建失敗、內建監控儀表板以了解應用程式效能和健康狀況，以及無需重建即可立即回滾到先前版本的功能。App Hosting 具有可擴展的基礎架構、成本效益和安全性，並與 Google Cloud Secret Manager 緊密集成，以實現企業級密鑰管理。,"Firebase
"
Deploying a virtual red team to find cloud risks you didn’t know about,https://www.youtube.com/watch?v=TdGkKm5KGhY,BRK2-144,"本次會議主要探討如何利用虛擬紅隊來發現雲端環境中潛在的風險。講者介紹了 Google 如何透過安全圖（Security Graph）來建模風險和威脅，並利用持續的虛擬紅隊演練來驗證和揭露未知的風險。會議重點包括：

*   **可見性和風險管理：** 強調了解雲端環境中的漏洞、活動和潛在攻擊路徑的重要性。
*   **情境感知的重要性：** 強調在風險評估中考慮資產、數據、漏洞、活動和權限等情境因素。
*   **安全圖（Security Graph）：** 介紹了安全圖作為一種建模雲端環境中資源和關係的工具，以便更好地理解和應對風險。
*   **虛擬紅隊（Virtual Red Teaming）：** 介紹了虛擬紅隊的概念，它使用數位雙生模型來模擬攻擊，以發現潛在的攻擊路徑和風險。
*   **問題（Issues）：** 介紹了 SEC（Security Command Center）中的新概念「問題」，它代表了使用者應該優先處理的最重要的風險。
*   **毒性組合（Toxic Combinations）和扼流點（Choke Points）：** 介紹了虛擬紅隊發現的兩種主要風險類型，毒性組合代表了通往高價值資源的最可能路徑，而扼流點則代表了修復後能帶來最大效益的雲端資源。","Security
"
Design a cross-cloud network to connect apps securely across clouds,https://www.youtube.com/watch?v=pbnCg6X8Jek,BRK2-039,"本次會議主要探討了如何設計和部署跨雲網路，以安全地連接分散在多個雲端和混合雲環境中的應用程式。核心觀點包括：

*   **跨雲網路的重要性：** 隨著企業採用多雲策略和生成式 AI 應用，跨雲網路變得至關重要，它能提供強大的全球連接性、可擴展性、安全性和合規性。
*   **兩種主要的部署模型：** 一種是從本地環境遷移到雲端的企業，需要強大的全球連接；另一種是雲原生企業，需要跨多個雲端的連接，以利用不同的服務和 SaaS 應用。
*   **Google Cloud 的解決方案：** Google Cloud 提供了 Cloud Interconnect、Cross-Cloud Interconnect、Network Connectivity Center (NCC) 和 Private Service Connect (PSC) 等產品，以構建安全、可擴展且高效的跨雲網路。
*   **應用程式感知能力：** 透過應用程式感知能力，客戶可以根據應用程式的優先順序來管理和優化網路流量，確保關鍵應用程式獲得足夠的頻寬。
*   **服務導向架構的演進：** 從傳統的網路架構演進到服務導向架構，可以簡化連接性，並為開發人員提供更大的自主權。","Networking
"
Design business continuity for SQL Server workloads,https://www.youtube.com/watch?v=Zzb2rBuDEbo,BRK2-108,"本次會議主要討論了 Google Cloud SQL for SQL Server 的業務連續性設計，重點介紹了多項新功能和改進，旨在提高資料保護能力、縮短維護停機時間，並提供更強大的災難復原能力。核心觀點包括：

*   備份與實例解耦，即使實例刪除後也能保留備份。
*   計劃性維護和機器擴展的停機時間縮短至亞秒級。
*   Cloud SQL Enterprise Plus Edition 提供更佳的讀取效能。
*   透過異地災難復原副本實現零資料遺失的故障轉移。
*   強化資料保護，包括更長的備份保留期和更高的可用性 SLA。","Databases
"
Developer Keynote in 10 minutes,https://www.youtube.com/watch?v=xHODIqeARXM,DEVKEY-RC3,,
Developer Keynote in 2 minutes,https://www.youtube.com/watch?v=e3ccrpljwNY,DEVKEY-RC1,,
Developer Keynote: You can just build things,https://www.youtube.com/watch?v=xLDSuXD8Mls,DEVKEY,,
Developer's jumpstart guide to Vertex AI,https://www.youtube.com/watch?v=irnZxftBSU4,BRK3-063,本次會議主要探討了如何利用 Vertex AI 快速啟動開發者專案，並展示了 Live API 的多種應用場景，包括客戶服務、軟體教學以及與 AR 眼鏡的整合。會議強調了 Live API 在解決複雜軟體操作問題上的潛力，以及生成媒體在影片編輯方面的應用。此外，會議還分享了程式碼生成的技巧，並介紹了可用的資源和範例。,"Vertex AI
"
Dialing In: Firestore with MongoDB compatibility in Action,https://www.youtube.com/watch?v=zuinn3OkskI,BRK2-112,"本次會議主要介紹了 Firestore 與 MongoDB 的兼容性，以及 Dialpad 如何利用 Firestore 構建其 AI 驅動的通訊平台。核心觀點包括：

*   **Firestore 的優勢：** 強調 Firestore 在擴展性、可靠性、開發者生產力方面的優勢，以及其簡化資料遷移的能力。
*   **MongoDB 兼容性：** 介紹了 Firestore 如何通過 MongoDB 兼容性，讓開發者可以使用熟悉的 MongoDB 驅動程式、工具和生態系統。
*   **Dialpad 的應用：** 分享了 Dialpad 如何利用 Firestore 實現低延遲、高可用性和自動擴展，以支持其 AI 通訊平台。
*   **新功能介紹：** 介紹了 Firestore 的新功能，包括查詢編輯器、索引類型、查詢解釋和查詢洞察，以及與 Database Center 的整合。
*   **成本效益：** 強調 Firestore 的定價模式簡單且具有成本效益，並提供承諾使用折扣。","Databases
"
Dialing In: Firestore with MongoDB compatibility in Action (Recap),https://www.youtube.com/watch?v=Bw6EtlZrsi0,BRK2-112-RC,,
Disrupting streaming experiences with AI transformation,https://www.youtube.com/watch?v=JLVkSeiYuYQ,BRK1-092,"本次會議主要探討媒體與娛樂產業的趨勢，人工智慧（AI）的持續影響，以及全球領先公司如何轉型其業務和觀眾體驗。核心觀點包括：

*   **注意力爭奪戰：** 在內容選擇日益豐富的環境下，爭奪消費者注意力變得至關重要。
*   **AI 的機會：** 儘管產業面臨挑戰，AI 為優化和轉型業務提供了機會。
*   **Google Cloud 的三方面方法：** 利用先進的多模態模型、垂直整合的技術堆疊和企業級 AI 解決方案。
*   **四大支柱：** 透過 AI 增強內容製作管理、理解內容價值、提高企業生產力以及個人化觀眾體驗。
*   **AI 部署階段：** 從 2023 年的實驗階段，到 2024 年的規模化試點，再到 2025 年的規模化生產部署。
*   **AI 不僅僅是保留注意力：** 而是重塑對話，讓使用者參與內容並創造新的故事。","Applied AI
"
Ditch the frameworks and embrace core tech: Prototyping in the AI era,https://www.youtube.com/watch?v=s8alcaLBIKc,BRK2-178,"本次演講主要探討在生成式人工智慧時代，如何透過擁抱核心技術來進行原型設計，並強調快速迭代和持續改進的重要性。核心觀點包括：

*   原型設計的本質是提出問題並尋找答案，而非單純的交付物。
*   生成式人工智慧可以幫助我們更好地提出問題，並快速驗證想法。
*   在原型設計初期，應避免過度依賴框架，而應專注於核心技術的應用。
*   在應用程式規模擴大後，再考慮使用框架來提高安全性、可靠性和可擴展性。","AI
"
Ditch the frameworks and embrace core tech: Prototyping in the AI era (Recap),https://www.youtube.com/watch?v=NVqRwLUGBuM,BRK2-178-RC,,
Drive platform engineering and software delivery with Gemini Cloud Assist and Code Assist,https://www.youtube.com/watch?v=XEst7Xd3Zck,BRK2-033,"本次會議主要介紹如何使用 Gemini Cloud Assist 和 Code Assist 來驅動平台工程和軟體交付，從而幫助在 GCP 上構建高度可靠和可擴展的應用程式，同時提高軟體開發生命週期的效率、速度和一致性。核心觀點包括：

*   Gemini 是 Code Assist 和 Cloud Assist 許多功能和能力的基礎。
*   Gemini 擁有 Stack Overflow 和 GCP 產品的知識，並結合應用程式拓撲等上下文資訊，在編碼、設計和問題排除方面提供支援。
*   Cloud Assist 和 Code Assist 協同工作，可以簡化軟體開發生命週期。
*   Code Assist 與多種工具整合，簡化程式碼編寫和專案整合。
*   AI 驅動的故障排除代理可以理解應用程式拓撲，收集日誌、指標和配置變更等資訊，分析資料並提供修復建議。
*   Cloud Hub 提供單一管理介面，用於管理 GCP 上的應用程式，並提供上下文相關且可操作的洞察，以提高應用程式管理效率。","Applied AI
"
Driving Data & Analytics Innovation at USAA: Financial Services in the age of GenAI,https://www.youtube.com/watch?v=FrxLUUIx1wc,SPTL104,,
Efficiently scale storage for AI and analytics workloads with Hyperdisk,https://www.youtube.com/watch?v=hVXCWWa0lyA,BRK2-028,"本次會議主要介紹了 Google Cloud 的下一代區塊儲存產品 Hyperdisk，以及它如何幫助客戶高效地擴展 AI 和分析工作負載的儲存。核心觀點包括：

*   **Hyperdisk 的獨特性：** 工作負載優化、高效率、企業級功能。
*   **Hyperdisk 的四種版本：** Balanced、Throughput、Extreme 和 ML，分別針對不同的工作負載。
*   **儲存池 (Storage Pools) 的重要性：** 透過儲存池可以更有效地管理和分配儲存資源，降低總體擁有成本 (TCO)。
*   **AI 和分析工作負載對儲存的需求正在改變：** 客戶需要更動態、更靈活的儲存解決方案。
*   **客戶案例分享：** Sentry 和 HRT 分享了他們如何使用 Hyperdisk 來滿足其儲存需求。
*   **Hyperdisk 的未來發展方向：** 更大的規模、更高的效能，以及更簡化的管理。","Storage
"
Eliminate your weak spots: Discover and protect sensitive data,https://www.youtube.com/watch?v=tRKP2m2tung,BRK2-149,本次會議主要討論如何消除雲端環境中的弱點，特別是針對敏感資料的理解和保護。講者強調，雲端風險往往來自於對環境中未知因素的缺乏了解，例如未知的專案或資料，這些都可能導致潛在的風險暴露。會議重點在於識別高價值資產、理解攻擊路徑，並利用 Google Cloud 的服務來降低風險。,"Security
"
Empower growth: Data and security solutions for small and medium businesses,https://www.youtube.com/watch?v=PjUWOoMenOc,BRK1-113,,
Empower small IT teams to harness gen AI with Google Cloud databases,https://www.youtube.com/watch?v=Li57kMm51zc,BRK2-188,本次會議主要展示如何利用 AlloyDB AI 和應用程式資料來構建生成式 AI 應用程式。重點在於利用向量搜尋和自然語言處理能力，簡化應用程式開發流程，並提升使用者體驗。AlloyDB AI 透過內建的安全機制和高效能的向量搜尋，讓開發者能夠更專注於應用程式本身，而無需耗費大量資源處理底層的資料庫管理和 AI 模型整合。,"Applied AI
"
